2025-10-30 09:43:28.297 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-10-30 09:43:28.312 [main] INFO  r.c.t.TgbotNailsApplicationKt - Started TgbotNailsApplicationKt in 3.98 seconds (process running for 4.651)
2025-10-30 10:07:48.458 [main] INFO  r.c.t.TgbotNailsApplicationKt - Starting TgbotNailsApplicationKt using Java 17.0.15 with PID 6680 (D:\Projects\Education\tgbot_nails\build\classes\kotlin\main started by DSFPW in D:\Projects\Education\tgbot_nails)
2025-10-30 10:07:48.461 [main] INFO  r.c.t.TgbotNailsApplicationKt - No active profile set, falling back to 1 default profile: "default"
2025-10-30 10:07:49.844 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-10-30 10:07:49.865 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-10-30 10:07:49.868 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-30 10:07:49.869 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-30 10:07:49.955 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-30 10:07:49.956 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1433 ms
2025-10-30 10:07:50.928 [main] INFO  com.zaxxer.hikari.HikariDataSource - tg-nails-pool - Starting...
2025-10-30 10:07:51.116 [main] INFO  com.zaxxer.hikari.pool.HikariPool - tg-nails-pool - Added connection org.postgresql.jdbc.PgConnection@7afe0e67
2025-10-30 10:07:51.118 [main] INFO  com.zaxxer.hikari.HikariDataSource - tg-nails-pool - Start completed.
2025-10-30 10:07:51.221 [main] INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-10-30 10:07:51.592 [main] INFO  org.flywaydb.core.FlywayExecutor - Database: jdbc:postgresql://localhost:5432/tg_nails (PostgreSQL 17.5)
2025-10-30 10:07:51.604 [main] WARN  o.f.c.i.database.base.Database - Flyway upgrade recommended: PostgreSQL 17.5 is newer than this version of Flyway and support has not been tested. The latest supported version of PostgreSQL is 16.
2025-10-30 10:07:51.647 [main] INFO  o.f.core.internal.command.DbValidate - Successfully validated 3 migrations (execution time 00:00.031s)
2025-10-30 10:07:51.661 [main] INFO  o.f.core.internal.command.DbMigrate - Current version of schema "public": 3
2025-10-30 10:07:51.663 [main] INFO  o.f.core.internal.command.DbMigrate - Schema "public" is up to date. No migration necessary.
2025-10-30 10:07:51.748 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-10-30 10:07:51.768 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-10-30 10:07:51.783 [main] INFO  r.c.t.TgbotNailsApplicationKt - Started TgbotNailsApplicationKt in 3.778 seconds (process running for 4.42)
2025-10-30 10:25:44.252 [main] INFO  r.c.t.TgbotNailsApplicationKt - Starting TgbotNailsApplicationKt using Java 17.0.15 with PID 15020 (D:\Projects\Education\tgbot_nails\build\classes\kotlin\main started by DSFPW in D:\Projects\Education\tgbot_nails)
2025-10-30 10:25:44.256 [main] INFO  r.c.t.TgbotNailsApplicationKt - No active profile set, falling back to 1 default profile: "default"
2025-10-30 10:25:45.632 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-10-30 10:25:45.647 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-10-30 10:25:45.649 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-30 10:25:45.649 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-30 10:25:45.735 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-30 10:25:45.736 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1417 ms
2025-10-30 10:25:46.742 [main] INFO  com.zaxxer.hikari.HikariDataSource - tg-nails-pool - Starting...
2025-10-30 10:25:46.927 [main] INFO  com.zaxxer.hikari.pool.HikariPool - tg-nails-pool - Added connection org.postgresql.jdbc.PgConnection@7afe0e67
2025-10-30 10:25:46.929 [main] INFO  com.zaxxer.hikari.HikariDataSource - tg-nails-pool - Start completed.
2025-10-30 10:25:47.037 [main] INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-10-30 10:25:47.403 [main] INFO  org.flywaydb.core.FlywayExecutor - Database: jdbc:postgresql://localhost:5432/tg_nails (PostgreSQL 17.5)
2025-10-30 10:25:47.414 [main] WARN  o.f.c.i.database.base.Database - Flyway upgrade recommended: PostgreSQL 17.5 is newer than this version of Flyway and support has not been tested. The latest supported version of PostgreSQL is 16.
2025-10-30 10:25:47.459 [main] INFO  o.f.core.internal.command.DbValidate - Successfully validated 3 migrations (execution time 00:00.032s)
2025-10-30 10:25:47.472 [main] INFO  o.f.core.internal.command.DbMigrate - Current version of schema "public": 3
2025-10-30 10:25:47.475 [main] INFO  o.f.core.internal.command.DbMigrate - Schema "public" is up to date. No migration necessary.
2025-10-30 10:25:47.558 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-10-30 10:25:47.583 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-10-30 10:25:47.598 [main] INFO  r.c.t.TgbotNailsApplicationKt - Started TgbotNailsApplicationKt in 3.787 seconds (process running for 4.444)
2025-10-30 10:31:15.762 [main] INFO  r.c.t.TgbotNailsApplicationKt - Starting TgbotNailsApplicationKt using Java 17.0.15 with PID 16684 (D:\Projects\Education\tgbot_nails\build\classes\kotlin\main started by DSFPW in D:\Projects\Education\tgbot_nails)
2025-10-30 10:31:15.764 [main] INFO  r.c.t.TgbotNailsApplicationKt - No active profile set, falling back to 1 default profile: "default"
2025-10-30 10:31:17.150 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-10-30 10:31:17.166 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-10-30 10:31:17.168 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-30 10:31:17.169 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-30 10:31:17.246 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-30 10:31:17.248 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1421 ms
2025-10-30 10:31:18.334 [main] INFO  com.zaxxer.hikari.HikariDataSource - tg-nails-pool - Starting...
2025-10-30 10:31:18.529 [main] INFO  com.zaxxer.hikari.pool.HikariPool - tg-nails-pool - Added connection org.postgresql.jdbc.PgConnection@2c8ff67
2025-10-30 10:31:18.531 [main] INFO  com.zaxxer.hikari.HikariDataSource - tg-nails-pool - Start completed.
2025-10-30 10:31:18.659 [main] INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-10-30 10:31:19.041 [main] INFO  org.flywaydb.core.FlywayExecutor - Database: jdbc:postgresql://localhost:5432/tg_nails (PostgreSQL 17.5)
2025-10-30 10:31:19.052 [main] WARN  o.f.c.i.database.base.Database - Flyway upgrade recommended: PostgreSQL 17.5 is newer than this version of Flyway and support has not been tested. The latest supported version of PostgreSQL is 16.
2025-10-30 10:31:19.096 [main] INFO  o.f.core.internal.command.DbValidate - Successfully validated 3 migrations (execution time 00:00.032s)
2025-10-30 10:31:19.111 [main] INFO  o.f.core.internal.command.DbMigrate - Current version of schema "public": 3
2025-10-30 10:31:19.114 [main] INFO  o.f.core.internal.command.DbMigrate - Schema "public" is up to date. No migration necessary.
2025-10-30 10:31:19.203 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-10-30 10:31:19.224 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-10-30 10:31:19.242 [main] INFO  r.c.t.TgbotNailsApplicationKt - Started TgbotNailsApplicationKt in 3.928 seconds (process running for 4.58)
2025-10-30 10:33:01.314 [main] INFO  r.c.t.TgbotNailsApplicationKt - Starting TgbotNailsApplicationKt using Java 17.0.15 with PID 13772 (D:\Projects\Education\tgbot_nails\build\classes\kotlin\main started by DSFPW in D:\Projects\Education\tgbot_nails)
2025-10-30 10:33:01.317 [main] INFO  r.c.t.TgbotNailsApplicationKt - No active profile set, falling back to 1 default profile: "default"
2025-10-30 10:33:02.845 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-10-30 10:33:02.860 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-10-30 10:33:02.863 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-30 10:33:02.863 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-30 10:33:02.949 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-30 10:33:02.951 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1566 ms
2025-10-30 10:33:04.006 [main] INFO  com.zaxxer.hikari.HikariDataSource - tg-nails-pool - Starting...
